32.14667, 6579.934, 30.60691
87.81293, 6611.258, 30.43761
19.49298, 6431.757, 30.40932
-184.0089, 6451.588, 30.04881
-153.193, 6470.053, 29.81155
-105.8379, 6547.375, 28.51611
-39.16348, 6603.544, 28.99692
41.83325, 6627.449, 30.52296
-136.0981, 6452.527, 30.57389
95.0864, 6450.557, 30.51131
1663.71, 4832.64, 41.12888
1673.427, 4879.911, 41.01236
1681.438, 4815.481, 41.01201
-404.3597, 117.7202, 64.50055
-413.1147, 15.50782, 45.58386
-535.0006, 22.05722, 43.23133
-412.4512, -15.0586, 45.78575
-531.0603, 138.5935, 62.14984
-557.2788, 121.1755, 62.05185
-389.1542, -23.32584, 46.0153
-688.023, 265.4381, 80.20399
-665.7419, 120.8412, 56.09654
-439.8847, 231.9369, 82.10033
-273.9735, -25.26585, 48.70473
-260.5922, 2.703825, 50.61459
-243.176, 115.734, 68.69505
-384.9343, 22.5946, 46.1881
-284.2937, -52.55183, 48.44466
-213.9651, 131.4929, 68.75038
-57.59058, 279.8887, 102.7404
-115.2678, 236.5751, 96.47939
-307.7103, 115.849, 66.97222
-219.2439, -75.02411, 49.26888
-291.619, -111.8606, 45.13532
-299.9332, -230.4406, 35.07347
-295.7593, -285.5594, 30.0052
-369.7627, -261.7324, 33.45229
-302.2833, -323.4339, 29.43822
-375.0498, -221.3289, 35.57283
-544.241, -58.77235, 41.05476
-465.8567, -122.7108, 37.95888
-430.5127, -209.64, 35.46951
-70.28156, -1093.465, 25.54507
-214.7536, -897.9936, 28.36577
-170.5269, -914.2033, 28.34599
-271.0106, -847.727, 30.70413
-193.4238, -866.7333, 28.28383
-257.9478, -795.1838, 31.27375
-296.5039, -839.7648, 30.7235
-297.8311, -870.6478, 30.71335
-346.3513, -861.9487, 30.5608
-218.4197, -865.5629, 28.90686
-240.2935, -992.8779, 28.27681
-295.7535, -1128.171, 22.13461
-1.15741, -777.6989, 43.1894
100.4023, -972.1074, 28.36987
-12.32686, -967.4263, 28.6143
35.43467, -1116.698, 28.32556
-79.51757, -1120.662, 24.82762
84.44492, -1016.732, 28.32373
24.89429, -1123.724, 28.24779
76.89237, -1115.419, 28.2908
-5.565414, -1124.774, 26.93417
-47.96172, -1032.87, 27.49595
-237.2393, -643.3583, 32.43422
-267.9884, -639.8349, 32.25481
-324.3756, -646.4117, 31.62401
-354.8131, -646.3637, 30.83405
-254.1956, -604.6976, 32.78268
-228.9554, -716.8723, 32.58066
85.78858, -571.6511, 30.473
27.87806, -555.0859, 34.89763
56.02003, -752.7261, 30.79543
-103.8421, -733.6862, 33.77885
-98.79684, -694.7392, 33.79656
-137.1829, -689.8704, 33.76234
123.0096, -586.8227, 42.76423
-146.9029, -719.654, 33.7843
-112.6146, -642.3177, 35.24854
105.9385, -617.679, 43.20898
-65.30352, -601.03, 35.2475
-76.53588, -633.4255, 35.33132
24.8018, -746.8041, 43.18845
84.96507, -673.9992, 43.25626
68.74241, -718.7018, 43.25626
334.8209, -677.8786, 28.32805
301.8879, -772.4699, 28.40007
266.1852, -613.559, 41.55383
392.9559, -572.3889, 27.71904
399.1523, -692.9018, 28.28735
154.0054, -583.5356, 43.03771
208.5443, -617.3182, 40.55277
412.6754, -728.6874, 28.42035
132.547, -993.9316, 28.35972
214.9926, -1015.237, 28.35267
199.2026, -1057.035, 28.25206
130.067, -1122.802, 28.27862
188.1118, -1119.837, 28.29217
233.7011, -1124.29, 28.4222
245.3455, -1065.074, 28.29803
297.2656, -1118.418, 28.59276
316.3309, -1063.991, 28.41813
318.6843, -1124.898, 28.39365
390.2836, -1117.515, 28.42902
250.8145, -1033.389, 28.4222
385.2064, -1032.854, 28.44575
417.621, -1125.098, 28.41953
405.0264, -1074.872, 28.41976
392.889, -993.4448, 28.4099
410.8833, -1036.262, 28.45512
150.1215, -836.4798, 30.22648
255.7444, -833.0418, 28.63029
199.6531, -812.5965, 30.09957
399.7137, -772.874, 28.2688
361.5586, -840.1547, 28.30407
264.2375, -965.8184, 28.21879
387.7487, -961.4208, 28.45769
278.98, -945.1837, 28.36725
296.7576, -876.1454, 28.2314
339.1452, -946.6396, 28.55266
398.4418, -898.2625, 28.59737
413.0534, -803.6865, 28.30491
494.0963, -968.2924, 26.44581
446.3859, -948.0366, 27.69843
494.2964, -1075.565, 27.81804
1192.688, -1291.104, 34.12431
1178.426, -1328.021, 33.94915
1193.052, -1401.659, 34.35217
1216.567, -1388.096, 34.33273
1276.025, -553.3749, 67.93959
1377.905, -584.9611, 73.32396
1316.806, -549.1252, 70.90243
453.2254, -1031.02, 31.30995
902.125, -993.897, 33.61317
969.9698, -1003.546, 40.06918
1004.855, -459.8753, 62.75232
947.3352, -498.5822, 59.41368
976.7004, -647.4855, 56.45329
1019.576, -582.0859, 58.00796
956.52, -579.205, 57.53257
997.7615, -536.3727, 59.08993
876.0686, -552.6472, 56.32873
























