ArchetypeName, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW, YmapFile
prop_fire_hydrant_4, -1413.762, 484.9673, 108.9163, 0, 0, 0.3420199, 0.9396927, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_11_strm_0.ymap
prop_fire_hydrant_4, -1258.008, 470.0952, 92.97253, 0, 0, 0.744145, -0.668018, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_11_strm_0.ymap
prop_fire_hydrant_4, -1249.756, 645.7176, 139.9849, 0, 0, 0.9541035, 0.2994772, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_11_strm_1.ymap
prop_fire_hydrant_4, -863.7689, 489.3852, 87.48478, 0, 0, 0.7901948, -0.6128559, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_12_strm_3.ymap
prop_fire_hydrant_4, 1693.126, 3581.101, 34.37645, 0, 0, -0.2602991, 0.9655281, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_hills\country_04\country_04_metadata.rpf\lr_cs4_09_strm_0.ymap
prop_fire_hydrant_4, 1684.752, 3598.949, 34.10727, 0, 0, 0.7707993, 0.6370782, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_hills\country_04\country_04_metadata.rpf\lr_cs4_09_strm_0.ymap
prop_fire_hydrant_4, 1674.24, 3591.41, 34.30913, 0, 0, 0.9986965, -0.05104198, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_hills\country_04\country_04_metadata.rpf\lr_cs4_09_strm_0.ymap
prop_fire_hydrant_4, 1893.267, 3716.199, 31.85033, 0, 0, 0.5326542, 0.846333, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_hills\country_04\country_04_metadata.rpf\lr_cs4_10_strm_0.ymap
prop_fire_hydrant_4, 1985.468, 3062.525, 45.95533, 0, 0, 0.9396927, -0.3420199, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_hills\country_04\country_04_metadata.rpf\lr_cs4_14_strm_1.ymap
prop_fire_hydrant_4, 610.1679, -2786.654, 5.080688, 0, 0, 0.9674948, -0.252891, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\port_01\port_metadata.rpf\hei_po1_05_strm_1.ymap
prop_fire_hydrant_4, 628.2621, -2813.019, 5.078033, 0, 0, 0.24405, 0.9697627, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\port_01\port_metadata.rpf\hei_po1_05_strm_1.ymap
prop_fire_hydrant_4, 610.666, -2873.838, 4.939682, 0, 0, 0.9996116, 0.02787102, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\port_01\port_metadata.rpf\hei_po1_05_strm_1.ymap
prop_fire_hydrant_4, 603.0964, -2798.859, 5.080688, 0, 0, 0.252891, 0.9674948, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\port_01\port_metadata.rpf\hei_po1_05_strm_1.ymap
prop_fire_hydrant_4, 634.7819, -2800.546, 5.080688, 0, 0, 0.9674948, -0.252891, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\port_01\port_metadata.rpf\hei_po1_05_strm_1.ymap
prop_fire_hydrant_4, 628.6299, -3017.708, 4.995438, 0, 0, 0.7144142, 0.6997232, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\port_01\port_metadata.rpf\hei_po1_07_strm_2.ymap
prop_fire_hydrant_4, -2027.106, 3379.417, 30.1124, -0.002745, 0.008066001, 0.9460841, 0.323809, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\hei_cs3_08_strm_2.ymap
