ArchetypeName, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW, YmapFile
prop_fire_hydrant_1, 462.3267, -51.94334, 75.72254, -0.03621997, 0.07449695, -0.6941166, 0.7150807, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_1.ymap
prop_fire_hydrant_1, 432.2452, -127.8444, 63.56755, 0.001939, -0.012631, 0.98834, 0.151726, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_1.ymap
prop_fire_hydrant_1, 524.8636, -93.18748, 64.34513, 0, 0, 0.7521421, 0.6590011, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_1.ymap
prop_fire_hydrant_1, 519.1519, -155.3033, 55.88958, 0.01854901, -0.04797903, 0.9306355, -0.3623142, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_1.ymap
prop_fire_hydrant_1, 496.8814, -184.253, 52.05424, 0, 0, 0.3220601, 0.9467192, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_1.ymap
prop_fire_hydrant_1, 385.626, -229.1409, 54.46928, 0.01693199, -0.04698297, 0.8615006, -0.5052947, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_1.ymap
prop_fire_hydrant_1, 249.29, -243.7445, 52.97099, 0, 0, -0.195192, 0.980765, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_1.ymap
prop_fire_hydrant_1, 518.2386, -314.1719, 43.2524, 0, 0, 0.9997538, -0.022189, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 482.2174, -279.9063, 46.27782, 0, 0, 0.723276, 0.690559, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 385.3074, -265.025, 52.62973, 0.008580999, -0.034708, 0.9736359, 0.225289, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 442.3831, -283.6389, 48.35017, -0.001323001, -0.06348304, 0.9622296, 0.2647311, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 429.4246, -313.8047, 48.5678, 0, 0, -0.195192, 0.980765, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 326.9985, -273.1283, 52.88361, 0, 0, -0.195192, 0.980765, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 221.4482, -339.4355, 43.16327, -0.011532, 0.007553001, 0.9713391, 0.237298, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 272.7049, -357.0756, 43.91734, 0, 0, 0.971437, 0.237298, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 290.4061, -455.9086, 42.25304, 0, 0, 0.5560001, 0.8311822, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 317.0939, -336.7741, 46.82372, -0.05296203, -0.06631503, 0.6496213, 0.7555062, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 354.2767, -296.6737, 52.88309, 0.004075002, -0.01135701, 0.7355424, -0.6773713, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 354.1364, -381.4382, 44.13235, 0, 0, 0.9940984, 0.108483, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 427.3016, -360.1742, 46.13367, 0, 0, 0.7226858, 0.6911768, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 127.427, -304.6204, 44.35354, 0.01829201, -0.004703003, 0.9711604, 0.2376781, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 180.3764, -323.411, 42.89835, -0.002971999, -0.001731999, 0.8288996, 0.5593868, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 51.4505, -303.0302, 46.37762, 0, 0, -0.195192, 0.980765, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 162.6121, -361.102, 42.38207, 0, 0, 0.5560001, 0.8311822, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 132.4573, -441.2604, 40.10624, 0.01623101, 0.004586003, 0.5584504, 0.8293664, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 11.1001, -366.2455, 39.66423, 0, 0, 0.7796984, -0.6261553, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, -0.870239, -287.6556, 46.258, 0, 0, 0.02612, 0.9996588, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, -57.69281, -262.4554, 44.61456, -0.001357, 0.022502, -0.194866, 0.9805708, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 19.94281, -265.4069, 46.5816, -0.011192, 0.008049001, 0.9807652, 0.194704, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, -6.489746, -422.4948, 38.41458, -0.001028, 0.013747, 0.779576, -0.626156, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_2.ymap
prop_fire_hydrant_1, 29.16522, 217.7739, 107.4465, 0.01430299, -0.05290497, 0.8379076, -0.5430538, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, -2.134338, 131.5441, 86.55724, 0.02642999, -0.113654, 0.8298557, -0.5456408, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, 185.9966, 171.0395, 104.4366, -0.03374398, -0.002712998, 0.5063137, 0.8616846, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, 119.7489, -9.075176, 66.72096, -0.013465, -0.002956, 0.5100101, 0.860058, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, -32.5285, 46.56001, 71.0918, 0, 0, 0.8393333, -0.5436172, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, 166.8023, 64.41082, 79.8975, 0.02702901, -0.1293921, 0.8253754, -0.5488923, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, 53.54459, -9.71854, 68.18726, 0, 0, -0.1951911, 0.9807652, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, 26.33133, -1.414604, 69.00356, -0.008049005, -0.01119201, -0.1947031, 0.9807653, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, -41.24512, 4.429535, 70.84401, 0, 0, 0.831296, -0.55583, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_3.ymap
prop_fire_hydrant_1, 390.0689, 244.6014, 102.0213, 0, 0, 0.8481232, -0.5297992, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_4.ymap
prop_fire_hydrant_1, 231.8517, 313.3987, 104.5245, 0, 0, 0.9049565, -0.4255043, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_4.ymap
prop_fire_hydrant_1, 203.8202, 235.8771, 104.5441, 0, 0, 0.9049565, -0.4255043, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_4.ymap
prop_fire_hydrant_1, 202.9033, 354.0528, 105.0329, 0, 0, 0.9475179, 0.319703, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_4.ymap
prop_fire_hydrant_1, 361.4479, 166.0626, 102.0566, 0, 0, 0.8481232, -0.5297992, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_5.ymap
prop_fire_hydrant_1, 510.7539, 106.6019, 95.3214, 0, 0, 0.7624322, -0.6470682, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_5.ymap
prop_fire_hydrant_1, 481.0563, 77.13171, 95.94339, 0, 0, 0.987652, 0.156664, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_5.ymap
prop_fire_hydrant_1, 360.5999, 109.1094, 101.7867, 0, 0, 0.5160828, 0.8565387, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_5.ymap
prop_fire_hydrant_1, 389.8116, 140.2796, 101.7465, -0.004710001, -0.015493, -0.08977702, 0.9958302, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_5.ymap
prop_fire_hydrant_1, 473.5436, 27.01019, 88.67976, -0.06370896, -0.03040498, 0.6262677, 0.7764055, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_5.ymap
prop_fire_hydrant_1, 661.5033, -15.316, 82.34787, -0.024173, -0.004351, 0.7226601, 0.690767, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 657.2388, 13.9333, 84.17432, -0.011856, -0.03669301, -0.108208, 0.9933801, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 538.7263, 38.20407, 93.71364, 0, 0, -0.5911123, 0.8065893, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 592.8518, 69.46283, 92.11512, 0.04950298, -0.01833899, 0.9705406, 0.2350829, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 694.6573, 35.82084, 83.13139, 0, 0, 0.7226862, 0.6911762, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 734.2036, 91.79133, 79.88583, 0, 0, 0.7226862, 0.6911762, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 762.3115, 152.1815, 79.8195, -0.06099999, 0.012188, 0.195546, 0.9787197, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 693.2673, 196.6712, 90.27504, -0.03081501, -0.05732303, -0.1924351, 0.9791493, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 571.1061, 222.2318, 101.8044, 0.01527601, -0.02969101, 0.7797273, -0.6252282, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 545.1042, 147.0623, 97.69547, 0, 0, 0.7796979, -0.6261559, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 718.587, 11.03585, 83.01851, 0, 0, 0.9978839, 0.06502199, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 787.629, -31.3595, 79.58044, 0, 0, 0.9978839, 0.06502199, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 863.032, 17.97682, 78.10057, -0.015378, 0.01473, 0.7220041, -0.691561, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 617.2628, -49.20628, 75.2438, -0.02301399, -0.02016399, 0.7517897, 0.6586927, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 809.8728, -80.75789, 79.58775, -0.009440998, -0.010045, -0.06502198, 0.9977886, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 846.788, -129.3963, 77.90562, 0, 0, 0.6926866, 0.7212387, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 823.0976, -202.5673, 71.84666, 0, 0, -0.109355, 0.9940028, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 776.7311, -177.881, 73.59155, 0, 0, -0.109355, 0.9940028, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 592.8997, -86.40765, 69.24987, -0.013611, 0.06030599, -0.5520909, 0.8314888, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 674.479, -379.2002, 40.28886, 0, 0, 0.7801663, 0.6255723, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 766.8877, -356.417, 46.37241, 0.01896601, 0.04326403, -0.6263364, 0.7781204, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 881.993, -340.069, 61.7368, 0.000113, 0.02462199, -0.4423069, 0.8965257, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 959.1823, -307.3401, 65.96749, 0, 0, 0.7221674, -0.6917184, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 995.6132, -251.0491, 67.52512, 0.010585, -0.010139, 0.7220899, -0.6916439, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 999.8517, -199.8455, 69.84977, 0, 0, -0.1523641, 0.9883244, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 941.4878, -134.8803, 73.83116, 0.04663903, -0.04452002, 0.9866675, 0.1494331, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 884.4703, -127.5202, 77.31956, -0.0006070003, -0.034704, -0.109141, 0.9934201, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 929.9652, -165.8626, 73.43294, 0.009807005, -0.04005802, 0.6918924, 0.720822, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 905.1547, -230.1882, 68.44942, 0, 0, 0.722168, -0.6917179, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 929.4764, -255.6191, 67.15038, 0, 0, 0.9940982, 0.108484, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 830.535, -181.3555, 71.78984, 0, 0, 0.722168, -0.6917179, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 856.5035, -81.51178, 79.25058, 0, 0, 0.9884207, 0.1517389, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
prop_fire_hydrant_1, 549.6622, -363.3206, 42.523, 0, 0, -0.152362, 0.9883248, update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_citye\hollywood_01\hollywood_metadata.rpf\hei_hw1_rd_strm_6.ymap
